機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","光遠丁丁藥局","高雄市","鳳山區","鳳林路99之1號","黃家騏","女","077024380","N"
"開業","富貴藥局","高雄市","鳳山區","經武路241號","高德旺","男","077414363","Y"
"開業","晉安中西藥局","高雄市","鳳山區","南華路114號","林俊谷","男","7268243","N"
"開業","辰好藥局","高雄市","鳳山區","中山東路281號","洪嘉駿","男","7027064","Y"
"開業","寶輝藥局","高雄市","鳳山區","南正二路９９－１號","林俊宇","男","078314925","Y"
"開業","瑞德藥局","高雄市","鳳山區","瑞竹路１１２號","楊育昌","男","077415451","Y"
"開業","一心堂藥局","高雄市","鳳山區","五甲二路５２３號","曾金章","男","078213971","Y"
"開業","新生藥局","高雄市","鳳山區","中正路１０６號","林義盛","男","077464836","N"
"開業","慈恩藥局","高雄市","鳳山區","中山東路４６巷６號","張簡子群","男","077463938","N"
"開業","王藥局","高雄市","鳳山區","南江街１２９號","王崑松","男","077716581","Y"
"開業","龍和藥局","高雄市","鳳山區","鳳松路北市場一巷１１號","石金太","男","077464816","Y"
"開業","強生藥局","高雄市","鳳山區","中山西路１７５號","陳光輝","男","077468179","Y"
"開業","一仁藥局","高雄市","鳳山區","自由路200號","張仁獻","男","077425004","Y"
"開業","銘豐大藥局","高雄市","鳳山區","海洋二路175號","江逸輝","男","07-7636795","Y"
"開業","壹家二益藥局","高雄市","鳳山區","鳳山市文德里文衡路400號1樓","陳芷芸","女","077401467","Y"
"開業","中華藥局","高雄市","鳳山區","中山路１４２號","梁俊林","男","077194593","Y"
"開業","久銘藥局","高雄市","鳳山區","八德路242號1樓","謝雪貞","女","07-7772118、7762221","N"
"開業","勝白藥局","高雄市","鳳山區","中崙四路22之2號","曹文祥","男","077533405","Y"
"開業","鳳林藥局中山店","高雄市","鳳山區","中山東路231號","蘇淑芬","女","07-7019039","Y"
"開業","北京藥局","高雄市","鳳山區","五甲二路342號1樓","黃榮森","男","07-7117100","Y"
"開業","康盈藥局","高雄市","鳳山區","鳳林路260號1樓","王霖清","女","07-7820968","Y"
"開業","喬生藥局","高雄市","鳳山區","文建街178號及180號1樓","黃瓊慧","女","07-7803366","Y"
"開業","維新藥局","高雄市","鳳山區","維新路101.103號1樓","汪念姮","女","07-7411694","Y"
"開業","好郝藥局","高雄市","鳳山區","武松里經武路178號1樓","王金柳","女","07-7468840","Y"
"開業","佑全鳳山藥局","高雄市","鳳山區","文德里青年路二段463號1.2樓","陳淑環","女","07-7801568","Y"
"開業","鳳山佑安藥局","高雄市","鳳山區","東門里中山東路166號1樓","林瓊英","女","07-7030633","Y"
"開業","新高橋藥局青年店","高雄市","鳳山區","文衡里青年路二段289號1樓","吳孟勳","男","07-7676179","Y"
"開業","桂林活力藥師藥局鳳山店","高雄市","鳳山區","瑞興路488號1樓","韓明賢","男","07-7012827","Y"
"開業","壹然藥局","高雄市","鳳山區","中正里瑞興路490號1樓","凌淑惠","女","07-7014755","Y"
"開業","一泰大藥局","高雄市","鳳山區","和興里五甲一路5號","林來金","女","7407795","N"
"開業","正欣藥局","高雄市","鳳山區","五福二路117號","張寬正","男","07-8410526","N"
"開業","健生大藥局","高雄市","鳳山區","五甲二路182號","洪福生","男","7131028","Y"
"開業","竟安藥局","高雄市","鳳山區","武慶二路９０號","許美娟","女","7238649","N"
"開業","張藥局","高雄市","鳳山區","中正路２００號","張慶源","男","077467466","N"
"開業","鳳林藥局","高雄市","鳳山區","鳳林路166號","蔡明聰","男","07-7830767","Y"
"開業","福特藥局","高雄市","鳳山區","中山路７３－４號","徐振庭","男","077463533","Y"
"開業","宏元藥局","高雄市","鳳山區","五福一路１１號","李嘉誠","男","078215462","N"
"開業","陳明仁藥局","高雄市","鳳山區","文衡路１２３－３號","陳明仁","男","077412551","Y"
"開業","大仁藥局","高雄市","鳳山區","五甲一路１０８號","李延賦","男","077474169","N"
"開業","泓源藥局","高雄市","鳳山區","凱旋路３６５－６號","陳盛昌","男","077636511","N"
"開業","永吉藥局","高雄市","鳳山區","瑞興路402之1號","莊薏菁","女","077018047","Y"
"開業","鳳陽藥局","高雄市","鳳山區","瑞興路４３２號","陳清田","男","077025662","N"
"開業","誠大藥局","高雄市","鳳山區","中和里青年路－段３０５號","鄭嘉仁","男","077482246","Y"
"開業","惠民藥局","高雄市","鳳山區","中安街２０號","謝佩輯","男","077461 904","Y"
"開業","元亨藥局","高雄市","鳳山區","南京路４３５號","鄭敏聰","男","077715 902","N"
"開業","博生藥局","高雄市","鳳山區","凱旋路３００巷３－３號","謝姈蓉","女","077635648","Y"
"開業","頂好藥師藥局","高雄市","鳳山區","光華東路15號","王光輝","男","07-7634033","Y"
"開業","瑞興藥局","高雄市","鳳山區","瑞興路３７３號","梁輝白","男","077102904","N"
"開業","建保藥局","高雄市","鳳山區","八德路289號","許毓新","男","077476922","Y"
"開業","京田中西藥局","高雄市","鳳山區","五福一路９號","陳盈璋","男","078313938","N"
"開業","見康藥局","高雄市","鳳山區","中崙路578號","張慶芳","女","07-7535158","Y"
"開業","福德中西藥局","高雄市","鳳山區","鳳北路36之1號","歐啟華","男","077465530","Y"
"開業","鳳山丁丁藥局","高雄市","鳳山區","協和里自由路１51號一樓","周順龍","男","077101080","N"
"開業","泰安藥局","高雄市","鳳山區","仁愛路6-1號","張德華","男","7018401","Y"
"開業","光遠藥局","高雄市","鳳山區","光遠路258號","陳美香","女","7419880","Y"
"開業","長喜藥局","高雄市","鳳山區","大明路76號","吳孟鴻","男","7671007","Y"
"開業","一乙堂藥局","高雄市","鳳山區","瑞興路420號","蔡蕙璞","女","7020542","N"
"開業","祝安藥師藥局","高雄市","鳳山區","鳳松路39之5號","邱雄威","男","077476550","Y"
"開業","國群藥師藥局","高雄市","鳳山區","鳳松路21號","王怜臻","女","07-7905898","N"
"開業","伊甸藥師藥局","高雄市","鳳山區","新強路83號1樓","黃仁清","女","07-7671343","Y"
"開業","南台藥局","高雄市","鳳山區","五甲一路17號","卓秀鳳","女","07-7460918","N"
"開業","新怡安藥局","高雄市","鳳山區","新富路512號","黃聖堯","男","07-7633565","Y"
"開業","大中華藥局","高雄市","鳳山區","光遠路424號","蘇敏娟","女","07-7468029","N"
"開業","百勝藥師藥局","高雄市","鳳山區","新富路428號","李玉玲","女","07-7653212","Y"
"開業","佳恩藥局","高雄市","鳳山區","中山路75-1號","董盈利","男","07-7241722","Y"
"開業","長喜連鎖藥局","高雄市","鳳山區","鳳甲路492號","涂佩芬","女","07-7961070","Y"
"開業","好郝藥局建國店","高雄市","鳳山區","建國路三段393號1樓","林穗燕","女","07-7199771","Y"
"開業","融融藥局","高雄市","鳳山區","三民路194號","葉得時","男","07-7990555","Y"
"開業","順發藥局","高雄市","鳳山區","新富路239號","黃振昌","男","07-7630666","Y"
"開業","康博藥局","高雄市","鳳山區","南京路153-12號","張鳳麗","女","07-7671755","Y"
"開業","長青連鎖藥局大士店","高雄市","鳳山區","五甲一路139號","邱瓊慧","女","07-7104618","Y"
"開業","康鄰藥局","高雄市","鳳山區","善美里南正二路192、194號","陳嘉堯","男","07-7260632","Y"
"開業","高泰連鎖藥局","高雄市","鳳山區","天興里五甲二路633號","朱宏彬","男","07-8127970",""
"開業","龍佳藥師藥局","高雄市","鳳山區","福祥里鳳山市五甲三路26號","伍敏賢","男","8224926",""
"開業","新敏安藥局","高雄市","鳳山區","新樂里海洋一路10號","曾彥蓉","女","07-7658376",""
"開業","久億藥局","高雄市","鳳山區","海洋一路121號","汪政鋒","男","07-7663095","Y"
"開業","菩提大藥局","高雄市","鳳山區","維新路109號","龔秀珍","女","07-7903323","Y"
"開業","北京藥局文山店","高雄市","鳳山區","青年路二段367號1.2樓","郭虹莉","女","07-7676766","Y"
"開業","伊甸藥師藥局文化店","高雄市","鳳山區","文化西路11號","李志強","男","","Y"
"開業","建明藥局","高雄市","鳳山區","海洋一路122號","邱雍仁","男","","Y"
"開業","中山服安藥局","高雄市","鳳山區","中山路33.35號","康麗花","女","07-7458932","Y"
"開業","維安社區藥局","高雄市","鳳山區","國富路25-1號","楊芳隆","男","","Y"
"開業","育英藥局文德店","高雄市","鳳山區","文德路29號","蔡貴英","女","","Y"
"開業","美安藥局","高雄市","鳳山區","文衡路43號","林慧茹","女","","Y"
"開業","華美藥局","高雄市","鳳山區","建國路三段161號","尹聰寶","男","","Y"
"開業","人人好藥局","高雄市","鳳山區","五甲三路12號","林素分","女","","Y"
"開業","新富丁丁藥局","高雄市","鳳山區","新富路95號","廖振廷","男","",""
"開業","北京藥局中崙店","高雄市","鳳山區","中崙四路16號1樓","黃?玄","男","","Y"
"開業","永豐久億藥局","高雄市","鳳山區","五甲一路11號1樓","王智勇","男","","Y"
"開業","鳳山民安藥局","高雄市","鳳山區","誠義里國泰路一段108號","蔡佳良","男","","Y"
"開業","健悅生活藥局","高雄市","鳳山區","瑞興里瑞興路251-3號","熊俶櫻","女","","Y"
"開業","鳳山服安藥局","高雄市","鳳山區","中山西路380號1樓","李鑒宏","男","",""
"開業","禾康藥局","高雄市","鳳山區","瑞竹路16號1樓","陳宥穎","女","07-7997139","Y"
"開業","好郝藥局鳳林店","高雄市","鳳山區","誠智里鳳林路290號","郝騰彰","男","07-7869188","Y"
"開業","德安藥局","高雄市","鳳山區","文衡里文衡路301號1樓","王子安","男","07-7805549","Y"
"開業","上泰健保藥局","高雄市","鳳山區","鎮西里中華街27號1樓","葉佐鴻","男","07-7455127","Y"
"開業","益誠藥局","高雄市","鳳山區","中山東路290巷44號1樓","柯國昭","男","07-7011683",""
"開業","長青連鎖藥局光遠店","高雄市","鳳山區","縣口里光遠路271號1樓","呂盧忠","男","07-7103487","Y"
"開業","真健康藥局","高雄市","鳳山區","五福里五甲三路55號","陳柏志","男","07-8232828","Y"
"開業","千代台安藥局","高雄市","鳳山區","青年路二段403號1樓","黃意文","女","07-7774192","Y"
"開業","鳳山全民藥局","高雄市","鳳山區","瑞興路380巷8號1樓","張志宏","男","07-7037078","Y"
"開業","長泰藥局","高雄市","鳳山區","二甲里甲智路52號1樓","張雅莉","女","7966935、0982949727","Y"
"開業","上德藥師藥局","高雄市","鳳山區","過埤里頂庄一街7號1樓","黃明進","男","7923379","Y"
"開業","慶泰藥局","高雄市","鳳山區","一甲里南江街89號1樓","蔡惠真","女","7715663",""
"開業","美好藥局","高雄市","鳳山區","文德里文龍路25號1樓","沈桂美","女","07-7677774","Y"
"開業","宇豐藥師藥局","高雄市","鳳山區","南和里五甲二路431號1樓","吳昇峰","男","8222930","Y"
"開業","鳳山好心藥局","高雄市","鳳山區","文濱路198號1樓","李育陞","男","07-7779285","Y"
"開業","鳳山青年藥局","高雄市","鳳山區","青年路二段399號1樓","李奕慶","男","07-7678383","Y"
"開業","元元鳳山藥局","高雄市","鳳山區","一甲里五甲二路348之1號1樓","蔡?軒","男","7529595","Y"
"開業","鳳山啄木鳥藥局","高雄市","鳳山區","善美里保泰路336號1樓","曾柏喜","男","7162314","Y"
"開業","京都藥局","高雄市","鳳山區","新興里經武路45號1樓","張簡鴻光","男","07-7191288","Y"
"開業","志全藥局","高雄市","鳳山區","五福里五甲三路121巷1號","簡淑卿","女","7688986","Y"
"開業","愛家社區藥局","高雄市","鳳山區","福德街141號","林有義","男","07-8123698","Y"
"開業","長青連鎖藥局-五甲店","高雄市","鳳山區","自強二路141號","鄭遠堯","男","07-8231899",""
"開業","高大藥局","高雄市","鳳山區","南華路182號","高銘均","男","07-7213566","Y"
"開業","科健藥局","高雄市","鳳山區","八德路246-5號1樓","謝寶珠","女","07-7777868","Y"
"開業","崧安大藥局","高雄市","鳳山區","忠義里中山西路376號1樓","李國瑞","男","07-7101189",""
"開業","光田藥局","高雄市","鳳山區","光遠路９５號","陳玉騏","女","077460773","Y"
